checkpoint_name,train_mode,n_mem_tokens,num_samples,num_recovered_texts,avg_loss,avg_accuracy,overall_accuracy,avg_bleu,avg_bleu1,avg_bleu2,avg_bleu3,avg_bleu4,avg_rougeL,metric_source,checkpoint_path
llama1b_to_llama8b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260418_112117,encoder_converter,8,1000,1000,0.914401,0.761383,0.761383,0.249174,0.658583,0.325394,0.184231,0.115646,0.491005,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama3b_encoder_converter_mem8_len128_100000samples_20260418_112117
llama1b_to_llama8b_to_llama8b_converter_only_mem16_len128_100000samples_20260424_222450,converter_only,16,1000,1000,0.009659,0.997164,0.997164,0.980839,0.992602,0.982025,0.976650,0.972736,0.990209,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_converter_only_mem16_len128_100000samples_20260424_222450
llama1b_to_llama8b_to_llama8b_converter_only_mem32_len128_100000samples_20260414_040825,converter_only,32,1000,1000,0.001082,0.999695,0.999695,0.996302,0.997351,0.996539,0.995966,0.995377,0.997495,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_converter_only_mem32_len128_100000samples_20260414_040825
llama1b_to_llama8b_to_llama8b_converter_only_mem8_len128_100000samples_20260418_121306,converter_only,8,1000,1000,0.321965,0.907109,0.907109,0.562661,0.835402,0.612040,0.496187,0.420667,0.744870,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_converter_only_mem8_len128_100000samples_20260418_121306
llama1b_to_llama8b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260424_225008,encoder_converter,16,1000,1000,0.014931,0.995680,0.995680,0.976930,0.991450,0.979812,0.972313,0.965080,0.989167,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_encoder_converter_mem16_len128_100000samples_20260424_225008
llama1b_to_llama8b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260414_040825,encoder_converter,32,1000,1000,0.002065,0.999508,0.999508,0.994455,0.996941,0.994931,0.993660,0.992357,0.996563,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_encoder_converter_mem32_len128_100000samples_20260414_040825
llama1b_to_llama8b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260418_123745,encoder_converter,8,1000,1000,0.340690,0.902000,0.902000,0.532434,0.828307,0.586784,0.462051,0.384372,0.727092,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_llama8b_encoder_converter_mem8_len128_100000samples_20260418_123745
llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260425_032828,converter_only,16,1000,1000,0.291071,0.917781,0.917781,0.679106,0.851931,0.709142,0.631295,0.575320,0.821638,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem16_len128_100000samples_20260425_032828
llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260414_074459,converter_only,32,1000,1000,0.073929,0.978211,0.978211,0.892238,0.940580,0.904025,0.877243,0.852748,0.935326,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem32_len128_100000samples_20260414_074459
llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260418_170550,converter_only,8,1000,1000,1.045580,0.731797,0.731797,0.177148,0.560365,0.242943,0.123437,0.069130,0.400089,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_converter_only_mem8_len128_100000samples_20260418_170550
llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260425_035431,encoder_converter,16,1000,1000,0.263643,0.922445,0.922445,0.676145,0.855929,0.705742,0.627726,0.570672,0.820406,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem16_len128_100000samples_20260425_035431
llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260414_074459,encoder_converter,32,1000,1000,0.053380,0.984484,0.984484,0.920898,0.964087,0.930791,0.907357,0.886934,0.962872,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem32_len128_100000samples_20260414_074459
llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260418_173033,encoder_converter,8,1000,1000,1.066533,0.725828,0.725828,0.193844,0.565322,0.260928,0.142237,0.083624,0.383743,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_mistral7binstruct_encoder_converter_mem8_len128_100000samples_20260418_173033
llama1b_to_llama8b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260424_235043,converter_only,16,1000,1000,2.772461,0.436531,0.436531,0.025270,0.284397,0.052629,0.012367,0.004329,0.129814,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_converter_only_mem16_len128_100000samples_20260424_235043
llama1b_to_llama8b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260414_050816,converter_only,32,1000,1000,2.802629,0.432680,0.432680,0.021264,0.270379,0.043048,0.010530,0.003749,0.123370,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_converter_only_mem32_len128_100000samples_20260414_050816
llama1b_to_llama8b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260418_133637,converter_only,8,1000,1000,2.759676,0.436453,0.436453,0.027805,0.299934,0.057280,0.014119,0.004493,0.137061,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_converter_only_mem8_len128_100000samples_20260418_133637
llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260425_000619,encoder_converter,16,1000,1000,1.384703,0.649273,0.649273,0.146603,0.525636,0.204430,0.099014,0.055274,0.358702,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem16_len128_100000samples_20260425_000619
llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260414_050816,encoder_converter,32,1000,1000,0.562215,0.845352,0.845352,0.489287,0.759218,0.537934,0.424355,0.345000,0.708408,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem32_len128_100000samples_20260414_050816
llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260418_135056,encoder_converter,8,1000,1000,2.186691,0.512961,0.512961,0.064184,0.396636,0.105553,0.038036,0.016297,0.196038,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen1.5b_encoder_converter_mem8_len128_100000samples_20260418_135056
llama1b_to_llama8b_to_qwen3b_converter_only_mem16_len128_100000samples_20260425_005524,converter_only,16,1000,1000,2.623340,0.454695,0.454695,0.026346,0.292977,0.056468,0.012857,0.004562,0.139713,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_converter_only_mem16_len128_100000samples_20260425_005524
llama1b_to_llama8b_to_qwen3b_converter_only_mem32_len128_100000samples_20260520_130058,converter_only,32,1000,1000,1.744559,0.592781,0.592781,0.086445,0.380380,0.127733,0.057149,0.029130,0.238283,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_converter_only_mem32_len128_100000samples_20260520_130058
llama1b_to_llama8b_to_qwen3b_converter_only_mem8_len128_100000samples_20260418_143824,converter_only,8,1000,1000,2.683199,0.447266,0.447266,0.026585,0.296533,0.056435,0.013219,0.004369,0.148896,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_converter_only_mem8_len128_100000samples_20260418_143824
llama1b_to_llama8b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260425_011338,encoder_converter,16,1000,1000,0.939035,0.748109,0.748109,0.297668,0.658610,0.362286,0.233287,0.158737,0.526573,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_encoder_converter_mem16_len128_100000samples_20260425_011338
llama1b_to_llama8b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260520_131825,encoder_converter,32,1000,1000,0.298664,0.913984,0.913984,0.660894,0.837253,0.696053,0.612812,0.554945,0.806741,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_encoder_converter_mem32_len128_100000samples_20260520_131825
llama1b_to_llama8b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260418_145548,encoder_converter,8,1000,1000,2.557982,0.464609,0.464609,0.029490,0.306985,0.063020,0.015351,0.005715,0.149823,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen3b_encoder_converter_mem8_len128_100000samples_20260418_145548
llama1b_to_llama8b_to_qwen7b_converter_only_mem16_len128_100000samples_20260425_020635,converter_only,16,1000,1000,0.891281,0.767000,0.767000,0.276194,0.649237,0.340487,0.209955,0.140208,0.547577,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_converter_only_mem16_len128_100000samples_20260425_020635
llama1b_to_llama8b_to_qwen7b_converter_only_mem32_len128_100000samples_20260414_064821,converter_only,32,1000,1000,0.176703,0.951539,0.951539,0.823567,0.919388,0.843697,0.794228,0.753803,0.900310,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_converter_only_mem32_len128_100000samples_20260414_064821
llama1b_to_llama8b_to_qwen7b_converter_only_mem8_len128_100000samples_20260418_154635,converter_only,8,1000,1000,1.796383,0.579922,0.579922,0.086368,0.427250,0.134712,0.055189,0.026880,0.245045,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_converter_only_mem8_len128_100000samples_20260418_154635
llama1b_to_llama8b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260425_023032,encoder_converter,16,1000,1000,0.299573,0.915297,0.915297,0.676528,0.865212,0.707755,0.626017,0.566476,0.823889,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_encoder_converter_mem16_len128_100000samples_20260425_023032
llama1b_to_llama8b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260414_064821,encoder_converter,32,1000,1000,0.057083,0.985156,0.985156,0.936315,0.970248,0.943368,0.925371,0.910940,0.968559,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_encoder_converter_mem32_len128_100000samples_20260414_064821
llama1b_to_llama8b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260418_160918,encoder_converter,8,1000,1000,1.359762,0.660242,0.660242,0.161920,0.540972,0.224536,0.113162,0.066081,0.362926,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_llama8b_to_qwen7b_encoder_converter_mem8_len128_100000samples_20260418_160918
llama1b_to_mistral7b_to_llama1b_converter_only_mem16_len128_100000samples_20260425_045512,converter_only,16,1000,1000,1.584789,0.617508,0.617508,0.117081,0.524978,0.185735,0.074746,0.035212,0.334594,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_converter_only_mem16_len128_100000samples_20260425_045512
llama1b_to_mistral7b_to_llama1b_converter_only_mem32_len128_100000samples_20260411_120234,converter_only,32,1000,1000,0.560747,0.872320,0.872320,0.636879,0.799220,0.663209,0.590561,0.537233,0.750700,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_converter_only_mem32_len128_100000samples_20260411_120234
llama1b_to_mistral7b_to_llama1b_converter_only_mem8_len128_100000samples_20260418_182913,converter_only,8,1000,1000,1.459184,0.649047,0.649047,0.154644,0.543517,0.218307,0.104738,0.056230,0.382881,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_converter_only_mem8_len128_100000samples_20260418_182913
llama1b_to_mistral7b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_050922,encoder_converter,16,1000,1000,0.684133,0.805680,0.805680,0.328464,0.711143,0.400586,0.256769,0.180479,0.568441,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_encoder_converter_mem16_len128_100000samples_20260425_050922
llama1b_to_mistral7b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260411_120234,encoder_converter,32,1000,1000,0.098855,0.973227,0.973227,0.866147,0.945191,0.881134,0.843229,0.814601,0.932089,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_encoder_converter_mem32_len128_100000samples_20260411_120234
llama1b_to_mistral7b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260418_184258,encoder_converter,8,1000,1000,0.863889,0.766789,0.766789,0.314175,0.681755,0.377199,0.245448,0.172544,0.543678,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama1b_encoder_converter_mem8_len128_100000samples_20260418_184258
llama1b_to_mistral7b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_055653,converter_only,16,1000,1000,1.198375,0.706984,0.706984,0.224560,0.601166,0.283857,0.163787,0.106231,0.441047,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama3b_converter_only_mem16_len128_100000samples_20260425_055653
llama1b_to_mistral7b_to_llama3b_converter_only_mem32_len128_100000samples_20260411_124652,converter_only,32,1000,1000,0.435073,0.909633,0.909633,0.781694,0.857689,0.789811,0.757135,0.732888,0.832873,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama3b_converter_only_mem32_len128_100000samples_20260411_124652
llama1b_to_mistral7b_to_llama3b_converter_only_mem8_len128_100000samples_20260418_192459,converter_only,8,1000,1000,1.004857,0.753570,0.753570,0.306465,0.651008,0.362192,0.244489,0.177599,0.536640,paper_json_summary_passthrough,${PROJECT_ROOT}/backups/simple_compressor_server_eval/outputs/simple_compressor/transfer_compressor/ori_transfer/llama1b_to_mistral7b_to_llama3b_converter_only_mem8_len128_100000samples_20260418_192459
